Name,Status,Rows b.p.,Cols b.p.,Rows a.p.,Cols a.p.,Nonzeros,Density,Relative Infeas,Relative Compl,Primal Objective,Dual Objetive,Max Add. Corr.,Iters,CPU Time [secs]
netlib-fffff800.mps,0,524,1028,322,826,33386,6.408900e-01,3.141000e-14,2.220000e-08,5.556796e+05,5.556796e+05,0,29,1.300000e-01
netlib-bnl1.mps,0,643,1586,610,1491,31463,1.674710e-01,5.971000e-13,1.020000e-07,1.977630e+03,1.977629e+03,0,33,1.400000e-01
netlib-perold.mps,0,625,1506,593,1374,44505,2.514350e-01,3.992000e-12,1.030000e-07,-9.380755e+03,-9.380757e+03,0,33,2.100000e-01
netlib-scfxm3.mps,0,990,1800,915,1704,23442,5.490600e-02,1.795000e-09,9.860000e-12,5.490125e+04,5.490125e+04,0,19,1.300000e-01
netlib-ship04l.mps,0,402,2166,292,1905,7944,1.829140e-01,6.491000e-13,1.370000e-15,1.793325e+06,1.793325e+06,0,12,2.000000e-02
netlib-ganges.mps,0,1309,1706,1113,1510,48834,7.794400e-02,3.147000e-11,2.540000e-09,-1.095857e+05,-1.095857e+05,0,16,1.600000e-01
netlib-sctap2.mps,0,1090,2500,1033,2443,55394,1.028550e-01,6.913000e-15,5.330000e-08,1.724807e+03,1.724807e+03,0,12,1.100000e-01
netlib-grow22.mps,0,440,946,440,946,9030,9.101200e-02,3.470000e-13,2.720000e-14,-1.608343e+08,-1.608343e+08,0,21,8.000000e-02
netlib-ship08s.mps,0,778,2467,276,1604,4290,1.090110e-01,1.621000e-12,9.360000e-11,1.920098e+06,1.920098e+06,0,11,2.000000e-02
netlib-pilot.we.mps,0,722,2928,701,2814,32919,1.325540e-01,2.586000e-11,2.210000e-07,-2.720107e+06,-2.720108e+06,0,45,2.100000e-01
netlib-maros.mps,0,846,1966,655,1437,33456,1.544360e-01,8.878000e-10,8.400000e-10,-5.806374e+04,-5.806374e+04,0,18,1.000000e-01
netlib-stocfor2.mps,0,2157,3045,1980,2868,32610,1.613100e-02,1.388000e-08,4.880000e-08,-3.902441e+04,-3.902441e+04,0,19,2.400000e-01
netlib-25fv47.mps,0,821,1876,788,1843,70740,2.265780e-01,3.707000e-13,1.790000e-12,5.501846e+03,5.501846e+03,0,25,2.800000e-01
netlib-scsd8.mps,0,397,2750,397,2750,5942,7.288300e-02,3.087000e-14,6.690000e-08,9.050000e+02,9.050000e+02,0,10,3.000000e-02
netlib-ship12s.mps,0,1151,2869,340,1943,3801,6.282000e-02,1.002000e-11,8.030000e-08,1.489236e+06,1.489236e+06,0,12,2.000000e-02
netlib-fit1p.mps,0,627,1677,627,1677,627,1.595000e-03,1.502000e-09,1.170000e-07,9.146379e+03,9.146377e+03,0,16,8.000000e-02
netlib-sctap3.mps,0,1480,3340,1408,3268,102574,1.027710e-01,1.017000e-14,6.220000e-15,1.424000e+03,1.424000e+03,0,14,2.600000e-01
netlib-sierra.mps,0,1227,2735,1212,2705,43552,5.847200e-02,3.335000e-14,1.540000e-07,1.539436e+07,1.539436e+07,0,18,1.400000e-01
netlib-pilotnov.mps,0,975,2446,848,2117,95971,2.657390e-01,1.392000e-11,4.330000e-08,-4.497276e+03,-4.497277e+03,0,16,2.600000e-01
netlib-czprob.mps,0,929,3562,671,2779,91320,4.041590e-01,1.007000e-13,6.230000e-10,2.185197e+06,2.185197e+06,0,26,2.200000e-01
netlib-fit1d.mps,0,24,1049,24,1049,298,9.930560e-01,2.645000e-12,3.040000e-10,-9.146378e+03,-9.146378e+03,0,17,6.000000e-02
netlib-pilot.ja.mps,0,940,2267,810,1804,95733,2.905900e-01,1.177000e-09,6.270000e-08,-6.113136e+03,-6.113137e+03,0,29,4.800000e-01
netlib-ship08l.mps,0,778,4363,470,3121,15947,1.422540e-01,4.584000e-12,1.320000e-10,1.909055e+06,1.909055e+06,0,14,4.000000e-02
netlib-bnl2.mps,0,2324,4486,1964,4008,233939,1.207880e-01,1.412000e-10,4.870000e-08,1.811237e+03,1.811237e+03,0,33,1.340000e+00
netlib-nesm.mps,0,662,3105,654,2922,29048,1.342990e-01,6.502000e-13,1.390000e-07,1.407604e+07,1.407603e+07,0,25,1.600000e-01
netlib-cycle.mps,0,1903,3371,1420,2773,178165,1.760120e-01,3.003000e-12,1.380000e-09,-5.226393e+00,-5.226393e+00,0,23,8.000000e-01
netlib-ship12l.mps,0,1151,5533,610,4171,16980,8.962600e-02,3.329000e-13,2.160000e-11,1.470188e+06,1.470188e+06,0,15,5.000000e-02
netlib-degen3.mps,0,1503,2604,1503,2604,531478,4.698760e-01,2.718000e-10,2.540000e-09,-9.872940e+02,-9.872940e+02,2,13,2.530000e+00
netlib-greenbea.mps,14,2392,5598,1933,4164,150868,8.023700e-02,8.521000e-07,2.770000e-07,-7.255525e+07,-7.255526e+07,0,49,1.520000e+00
netlib-greenbeb.mps,14,2392,5598,1932,4154,167691,8.933400e-02,2.269000e-06,8.860000e-09,-4.302260e+06,-4.302260e+06,0,39,1.180000e+00
netlib-80bau3b.mps,0,2262,12061,2140,11066,230301,1.001100e-01,1.335000e-13,7.130000e-07,9.872244e+05,9.872237e+05,0,36,1.440000e+00
netlib-d2q06c.mps,0,2171,5831,2132,5728,455430,1.999220e-01,8.891000e-10,1.270000e-07,1.227842e+05,1.227842e+05,1,24,3.010000e+00
netlib-woodw.mps,0,1098,8418,708,5364,126724,5.042050e-01,2.551000e-11,1.570000e-09,1.304476e+00,1.304476e+00,0,30,5.800000e-01
netlib-d6cube.mps,0,415,6184,403,5443,65467,8.037180e-01,1.276000e-11,7.420000e-08,3.154917e+02,3.154917e+02,0,17,2.800000e-01
netlib-pilot.mps,0,1441,4860,1368,4543,435889,4.651060e-01,1.143000e-11,2.540000e-07,-5.574897e+02,-5.574897e+02,1,30,4.180000e+00
netlib-dfl001.mps,15,6071,12230,5984,12143,5720111,3.193180e-01,1.759000e-07,1.530000e-04,1.126760e+07,1.126589e+07,6,60,3.470800e+02
netlib-wood1p.mps,0,244,2595,171,1718,14537,9.884410e-01,1.345000e-11,1.640000e-15,1.442902e+00,1.442902e+00,0,22,3.600000e-01
netlib-fit2p.mps,0,3000,13525,3000,13525,3000,3.330000e-04,9.389000e-11,4.630000e-07,6.846432e+04,6.846424e+04,0,20,5.800000e-01
netlib-pilot87.mps,0,2030,6680,1971,6373,771344,3.965970e-01,4.755000e-14,5.280000e-07,3.017104e+02,3.017102e+02,3,25,7.710000e+00
netlib-fit2d.mps,0,25,10524,25,10524,325,1.000000e+00,2.457000e-12,3.820000e-07,-6.846427e+04,-6.846432e+04,0,22,7.100000e-01
netlib-maros-r7.mps,0,3136,9408,2152,7440,439842,1.894870e-01,6.538000e-15,1.060000e-11,1.497185e+06,1.497185e+06,1,14,4.100000e+00
